Sukunimi;Nimenhaltijoita yhteensä
Ala-Haavisto;26
Alaiso;26
Alakruuvi;26
Al-Ani;26
Alapekkala;26
al-Hello;26
Ali-Kippari;26
Alvasto;26
Amirkhani;26
Angerman;26
Arki;26
Armfelt;26
Arokoski;26
Arpolahti;26
Arstio;26
Artjoki;26
Arvilahti;26
Ates;26
Aulasuo;26
Aung;26
Bahne;26
Barrow;26
Bhatia;26
Bingham;26
Boedeker;26
Bonden;26
Båtman;26
Carp;26
Carr;26
Cedercreutz;26
Charles;26
Christiansson;26
Chrons;26
Damberg;26
Demirtas;26
Eerilä;26
Elemo;26
Eliala;26
Eneberg;26
Engholm;26
Erjomaa;26
Ervola;26
Erämies;26
Finckenberg;26
Fleming;26
Florström;26
Forsgrén;26
Fox;26
Freeman;26
Frick;26
Fridman;26
Fältberg;26
Gartz;26
Gaye;26
Ginlund;26
Glantz;26
Greis;26
Grenfors;26
Gullmes;26
Güler;26
Haarlaa;26
Hadi;26
Hafrén;26
Haijanen;26
Hailikari;26
Hako;26
Halkomäki;26
Halmeenmäki;26
Halttula;26
Hammo;26
Hane;26
Hanell;26
Hannela;26
Harjunheimo;26
Harms;26
Hattuniemi;26
Haukkovaara;26
Havi;26
Havuaho;26
Haxhiu;26
He;26
Heikinoja;26
Heinilehto;26
Heljomaa;26
Helvelahti;26
Heporauta;26
Hernelahti;26
Hietakymi;26
Hietavala;26
Hiippavuori;26
Hiiros;26
Hikman;26
Hilakivi;26
Hillgren;26
Hillu;26
Hinds;26
Hirsikoski;26
Hirvijoki;26
Hirvisalo;26
Hollmen;26
Hong;26
Honkajärvi;26
Hovisilta;26
Huggare;26
Huhtiainen;26
Huissi;26
Hulden;26
Hummelstedt;26
Huopalahti;26
Hupila;26
Hylkinen;26
Högander;26
Högholm;26
Hötti;26
Ibishi;26
Iijalainen;26
Iilomo;26
Ilvessuo;26
Ingraeus;26
Isakov;26
Itämetsä;26
Jalova;26
Janhu;26
Jobe;26
Joenranta;26
Joki-Tokola;26
Jouhkimow;26
Joutsenjärvi;26
Joutsijärvi;26
Juhajoki;26
Justen;26
Jykylä;26
Jylhänniska;26
Kaajakari;26
Kaaranen;26
Kaaria;26
Kaarlampi;26
Kaarni;26
Kaatiala;26
Kahi;26
Kaikula;26
Kaivolahti;26
Kaivosaari;26
Kajaani;26
Kalinko;26
Kalola;26
Kalpala;26
Kalsola;26
Kaltiola;26
Kamara;26
Kangashaka;26
Kankaro;26
Kapustamäki;26
Karesti;26
Karf;26
Karhuniemi;26
Karisola;26
Karkama;26
Karkola;26
Karnaranta;26
Karsimus;26
Kastemaa;26
Kaufmann;26
Kellgren;26
Kelonen;26
Keski-Sikkilä;26
Kiansten;26
Kiikko;26
Kiramo;26
Kiriloff;26
Kirveennummi;26
Kivakka;26
Klefström;26
Klingstedt;26
Kohmo;26
Koivuluoto;26
Kontolampi;26
Korkkanen;26
Korpipää;26
Koskensilta;26
Koskiluoma;26
Kotkajuuri;26
Koverskoi;26
Krappala;26
Kristeri;26
Kruusi;26
Kuhta;26
Kukkakorpi;26
Kummel;26
Kumpulehto;26
Kuneinen;26
Kuoppasalmi;26
Kurjenluoma;26
Kurkipuro;26
Kustila;26
Kuzmin;26
Kylä;26
Kytöluoto;26
Kärsämänoja;26
Laajarinne;26
Laajisto;26
Laaksolahti;26
Lahdenoja;26
Lahtelin;26
Lapilainen;26
Larres;26
Latva-Korpela;26
Latva-Mäenpää;26
Latva-Pirilä;26
Laxåback;26
Lehmunen;26
Leimala;26
Leistola;26
Leivonmäki;26
Leppijoki;26
Leppä-Aho;26
Lerto;26
Leussu;26
Levänaho;26
Liang;26
Lidström;26
Liesegang;26
Lievetmursu;26
Liinamo;26
Lindmark;26
Lindwall;26
Linnakylä;26
Linnalaakso;26
Linnermo;26
Lintamo;26
Litsilä;26
Little;26
Lompola;26
Lorentz;26
Louhisalmi;26
Lounavuori;26
Luodemäki;26
Luosto;26
Lusikka;26
Lähtölä;26
Lännenmäki;26
Lönnmark;26
Maahi;26
Maattola;26
Mahnala;26
Majaharju;26
Majewski;26
Malmiaho;26
Malmihuhta;26
Maloku;26
Malvalehto;26
Mannier;26
Marikainen;26
Markola;26
Markov;26
Markova;26
Mason;26
Matkoski;26
Meder;26
Mélart;26
Melentjeff;26
Meltola;26
Merimäki;26
Merontausta;26
Miihkinen;26
Miikkola;26
Mirtti;26
Morales;26
Mottisenkangas;26
Moukola;26
Muurama;26
Myrén;26
Myyrinmaa;26
Mäenmaa;26
Mäkikalli;26
Mäki-Kamppi;26
Mäkilehto;26
Mäki-Patola;26
Möttölä;26
Niela;26
Niemelin;26
Niiniranta;26
Niinivuo;26
Nikkeri;26
Nivalinna;26
Norgård;26
Nuutti;26
Nybond;26
Nyykooli;26
Näre;26
Oinaala;26
Ojonen;26
Olamo;26
Ormo;26
Osolanus;26
Ots;26
Outavaara;26
Owens;26
Owusu;26
Palkama;26
Palkio;26
Pallaskallio;26
Pallaskorpi;26
Palmola;26
Palmumaa;26
Palsio;26
Palsola;26
Pankko;26
Pantolin;26
Parm;26
Patel;26
Patovisti;26
Pautamo;26
Paxal;26
Peltokallio;26
Perä-Takala;26
Petelius;26
Piehl;26
Pieksämäki;26
Piirola;26
Pikander;26
Pistokoski;26
Pohjanvesi;26
Polvi-Lohikoski;26
Polvisalo;26
Portaanpää;26
Potasev;26
Pukka;26
Pukonen;26
Punavaara;26
Puolakkainen;26
Purovesi;26
Pussi;26
Pyhäjoki;26
Pykäläniemi;26
Pynnä;26
Pyyhkälä;26
Päivähonka;26
Päiväpuro;26
Päri;26
Pääskysaari;26
Pötrönen;26
Qvisén;26
Rahkama;26
Rainamo;26
Raitmaa;26
Rajakko;26
Rannelma;26
Rantakivi;26
Rantaniva;26
Rantasila;26
Ranta-Ylitalo;26
Rantee;26
Ratava;26
Rautajuuri;26
Rautamo;26
Rautaneva;26
Rautsi;26
Rauvanto;26
Reentie;26
Rehumäki;26
Renvaktar;26
Revo;26
Revonmäki;26
Rihkajärvi;26
Riistama;26
Rinta-Kanto;26
Rinta-Korhonen;26
Ristavaara;26
Rothström;26
Rousti;26
Rouvala;26
Rubinstein;26
Ruishalme;26
Rumpu;26
Russo;26
Ruuhikorpi;26
Rähmönen;26
Räävi;26
Saajanaho;26
Saarisilta;26
Saarivainio;26
Saarno;26
Saarva;26
Saarvo;26
Sahimäki;26
Saimala;26
Salervo;26
Salmenoksa;26
Salmisto;26
Sammela;26
Saonegin;26
Sarajuuri;26
Saramaa;26
Sartovuo;26
Saunajoki;26
Sauro;26
Schlobohm;26
Schuravleff;26
Seinä;26
Seliö;26
Sertti;26
Seväkivi;26
Sievistö;26
Siikakoski;26
Siikaniva;26
Siiro;26
Sinanbegovic;26
Siniaalto;26
Sippari;26
Sirkki;26
Siukosaari;26
Sivander;26
Skåtar;26
Solkinen;26
Solvin;26
Somerma;26
Soppa;26
Sosunov;26
Soutua;26
Sovala;26
Stewen;26
Sträng;26
Ståhlhammar;26
Sulanne;26
Sundäng;26
Suojama;26
Suotonen;26
Suovaniemi;26
Suurla;26
Suur-Näkki;26
Svanljung;26
Sven;26
Särkisilta;26
Särmäharju;26
Säynätjoki;26
Säynätkari;26
Sääkslahti;26
Taivalaho;26
Takatupa;26
Takaveräjä;26
Talasterä;26
Tammimetsä;26
Taulaniemi;26
Taurama;26
Teliranta;26
Tenetz;26
Tervoja;26
Tiihamäki;26
Tohkanen;26
Tola;26
Trapp;26
Tulasalo;26
Tuomenharju;26
Turkkelin;26
Tuulivaara;26
Tuuppa;26
Tynell;26
Tönkyrä;26
Ukonsaari;26
Ullgrén;26
Umpala;26
Urpiola;26
Uuro;26
Uusi-Hakala;26
Uusi-Hakimo;26
Uusihanni;26
Uusi-Kouvo;26
Uussilta;26
Vaahtoniemi;26
Vainoniemi;26
Vaintola;26
Waismaa;26
Vaisto;26
Valanta;26
Valkkio;26
Wallenstjerna;26
Wallis;26
Vapamaa;26
Varhelahti;26
Varjakoski;26
Varmo;26
Vartama;26
Vasenkari;26
Vehmaskoski;26
Weissmann;26
Veseli;26
Wesin;26
Vestlin;26
Widgrén;26
Vielma;26
Vienamo;26
Viertorinne;26
Vierunen;26
Wigell;26
Viheriälehto;26
Vihtamäki;26
Viitikka;26
Winkler;26
Wirth;26
Vistilä;26
With;26
Voionmaa;26
Voittonen;26
Woivalin;26
Volama;26
von Zweygbergk;26
Vuoksenturja;26
Vuorenhela;26
Vuorenranta;26
Wuorimaa;26
Vähä-Karvia;26
Vähäkyttä;26
Vähä-Ypyä;26
Väkimies;26
Väli-Tainio;26
Ylihuttula;26
Yli-Mäyry;26
Ylinen-Luopa;26
Ylipalo;26
Ylisiurunen;26
Yliskoski;26
Ylitulkkila;26
Ylä-Viteli;26
Yrjans;26
Åsnabrygg;26
Ömossa;26
Örså;26
Özdemir;26
Abdulahi;25
Adlercreutz;25
Ahlamaa;25
Ahllund;25
Ahlstén;25
Aho-Pynttäri;25
Aihonen;25
Ainasto;25
Aineslahti;25
Aitoaho;25
Aitokari;25
Aittanen;25
Aittolahti;25
Aittonen;25
Akiola;25
Aksola;25
Ala-Hemmilä;25
Ala-Härkönen;25
Ala-Kleme;25
Ala-Kokkila;25
Alamehtä;25
Alapiessa;25
Ala-Pietilä;25
Ala-Ranta;25
Alasorvari;25
Alavuo;25
Albayrak;25
Ali-Melkkilä;25
Aljasalo;25
Alsila;25
Apilasaho;25
Arajuuri;25
Arifullen;25
Arojoki;25
Ask;25
Asunto;25
Auru;25
Bach;25
Bayer;25
Bergkulla;25
Björklöv;25
Björnberg;25
Blomberg von der Geest;25
Blumenthal;25
Bock;25
Bomanson;25
Braks;25
Breitenstein;25
Brunnsberg;25
Burgess;25
Burns;25
Carlander;25
Castro;25
Cheung;25
Clement;25
Corin;25
Damlin;25
Damstén;25
Dannbäck;25
Ellala;25
Enoranta;25
Erviö;25
Esposito;25
Eura;25
Fakhri;25
Fedotov;25
Fomkin;25
Fromholdt;25
Först;25
Gertsch;25
Giers;25
Gomes;25
Gorschelnik;25
Grym;25
Guldén;25
Gül;25
Gylén;25
Gärdström;25
Haapakka;25
Haapolahti;25
Haarasilta;25
Hagi Farah;25
Hahne;25
Hakava;25
Hamarila;25
Hangaslahti;25
Hankimo;25
Hanslin;25
Harkonmaa;25
Hasila;25
Haulos;25
Hauser;25
Havén;25
Heikku;25
Heilakka;25
Heiniluoto;25
Heinonmäki;25
Helakallio;25
Helassalo;25
Helinen;25
Helisevä;25
Helistekangas;25
Helme;25
Helmikkala;25
Helpiölä;25
Helsto;25
Hemberg;25
Hendriks;25
Hepojoki;25
Herkkola;25
Hienola;25
Higgins;25
Hiidensalo;25
Hiittenkallio;25
Hillebrandt;25
Hillgén;25
Hirsmäki;25
Holland;25
Hollfast;25
Holmbom;25
Holmnäs;25
Horsmanheimo;25
Hosike;25
Huovelin;25
Hurmeranta;25
Hurmola;25
Hutka;25
Höysti;25
Ihalempiä;25
Ihanajärvi;25
Iiponen;25
Ikala;25
Iso-Pärnä;25
Ittonen;25
Itä;25
Ivalo;25
Jakobsen;25
Jermoranta;25
Jestilä;25
Juuska;25
Jyrkämä;25
Jyske;25
Jäpölä;25
Järkkälä;25
Järvimaa;25
Kaariste;25
Kainberg;25
Kairajärvi;25
Kaislaranta;25
Kajanoja;25
Kalkkila;25
Kalliskota;25
Kandén;25
Kangasalusta;25
Kangaskortet;25
Kangaslahti;25
Kankaanrinta;25
Kapp;25
Karaiste;25
Karetie;25
Karhiniemi;25
Karlakari;25
Karpio;25
Karras;25
Karttimo;25
Kask;25
Kaukolampi;25
Kaulamo;25
Kautio;25
Kavaluus;25
Kella;25
Keravuo;25
Keski-Hannula;25
Keski-Ojala;25
Kielosto;25
Kiianlinna;25
Kiijärvi;25
Kiljain;25
Kivikytö;25
Kjällman;25
Knudsen;25
Komsa;25
Konstenius;25
Korkeemaa;25
Korosuo;25
Koskenvuori;25
Kotkaslahti;25
Kraappa;25
Kranck;25
Kuja-Aro;25
Kulhelm;25
Kummila;25
Kumpuvuori;25
Kupela;25
Kurkivuori;25
Kuutsuo;25
Kyllöinen;25
Kylä-Heiko;25
Kylä-Junnila;25
Kytölehto;25
Kyykoski;25
Kyöperi;25
Könnilä;25
Könö;25
Kööpikkä;25
Laakeri;25
Laatta;25
Lagergren;25
Lagerlöf;25
Lahnala;25
Lahnalammi;25
Lahtio;25
Lahtiranta;25
Laitervo;25
Lapinmäki;25
Lapinsalo;25
Larkka;25
Larmo;25
Lasila;25
Lausala;25
Lausti;25
Lauttalammi;25
Lavinen;25
Lebedeva;25
Lehmusvuo;25
Lehtevä;25
Lehvilä;25
Leidenius;25
Leimuvirta;25
Leiri;25
Leistiö;25
Lejon;25
Lemmilä;25
Lemminkäinen;25
Leskenmaa;25
Lettosunti;25
Leung;25
Liinpää;25
Loimu;25
Loimuneva;25
Lope;25
Lopina;25
Louhesto;25
Lounaskorpi;25
Luhtapuro;25
Lundbom;25
Luodeslampi;25
Luolamo;25
Luomaa;25
Luomansivu;25
Luotoharju;25
Lustre;25
Lövholm;25
Malho;25
Malleus;25
Malmikumpu;25
Martio;25
Masanen;25
Masonen;25
Matarainen;25
Matokangas;25
Matvejeff;25
Maurer;25
Mechelin;25
Mellenius;25
Melnikova;25
Mensakov;25
Mensola;25
Merikko;25
Meriruoho;25
Mesiäislehto;25
Metsberg;25
Metsäketo;25
Metsäniemi;25
Michelson;25
Miilunpalo;25
Mikonranta;25
Millner;25
Mittilä;25
Molkka;25
Morander;25
Morozov;25
Mukku;25
Mumin;25
Muoniovaara;25
Muunoja;25
Muuse;25
Mäkirintala;25
Naappi;25
Nappar;25
Naumi;25
Nenye;25
Nesterinen;25
Nietosvaara;25
Niittyranta;25
Nikkarla;25
Nivajärvi;25
Nordensved;25
Norkio;25
Nurkkanen;25
Nurmos;25
Nutikka;25
Nybohm;25
Nykamb;25
Nännimäinen;25
Oikuri;25
Oja-Kaukola;25
Olifirenko;25
Orho;25
Orrensalo;25
Orte;25
Outakoski;25
Paalanko;25
Paavonperä;25
Paetau;25
Pajakoski;25
Pajusto;25
Pakomaa;25
Palmiola;25
Palmulaakso;25
Pankolainen;25
Parppei;25
Paulasto;25
Pauniranta;25
Pauri;25
Peisanen;25
Pellosniemi;25
Peräkangas;25
Peräniitty;25
Petäjäaho;25
Pienipaavola;25
Pietilänaho;25
Pihlajavesi;25
Pikarinen;25
Pinonummi;25
Pohjankukka;25
Pollarikoski;25
Poraharju;25
Porokara;25
Prinkkala;25
Prinssi;25
Punamäki;25
Puroaho;25
Pylvinen;25
Raekoski;25
Rahim;25
Raikonen;25
Raivikko;25
Rajanummi;25
Rajapolvi;25
Rajulin;25
Rantakytö;25
Rantataro;25
Raudas;25
Rauniomaa;25
Reingoldt;25
Reinistö;25
Riddar;25
Rignell;25
Riiki;25
Rinnasto;25
Rinta-Kyttä;25
Rista;25
Ristikartano;25
Ristisuo;25
Rosell;25
Rossilahti;25
Rostamo;25
Rothovius;25
Rouhikko;25
Roulamo;25
Ruoholahti;25
Ruosteinen;25
Rätte;25
Saarenkoski;25
Saarteinen;25
Saartenkorpi;25
Samulin;25
Sandborg;25
Santajoki;25
Santamala;25
Santi;25
Saravo;25
Sarpaneva;25
Sarsama;25
Saukkomaa;25
Savage;25
Schütten;25
Sheikh Musse;25
Sherifi;25
Siberg;25
Siimesvaara;25
Sila;25
Silakka;25
Siljala;25
Sillanmikko;25
Silvendoin;25
Simu;25
Sirkkilä;25
Skoog;25
Skopa;25
Slant;25
Soidinniemi;25
Soinsaari;25
Somiska;25
Sommarlund;25
Sompi;25
Sopola;25
Soponen;25
Soramo;25
Spak;25
Starckjohann;25
Strander;25
Strömman;25
Suitiala;25
Sulanen;25
Sulkamo;25
Sumkin;25
Suomensalo;25
Suono;25
Suonsilta;25
Suurholma;25
Suvikas;25
Suvilahti;25
Suzuki;25
Svennas;25
Syed;25
Sylvestersson;25
Syväys;25
Säiniö;25
Sälevä;25
Sälliluoma;25
Särkiö;25
Sävelkoski;25
Södersved;25
Taimiaho;25
Tarima;25
Tarujoki;25
Tarvas;25
Taulio;25
Tempakka;25
Teräsaho;25
Tiesmäki;25
Tiirinki;25
Tikakoski;25
Tohila;25
Tolamo;25
Tomunen;25
Toni;25
Tormilainen;25
Touhunen;25
Toukoniemi;25
Traore;25
Tuomarila;25
Tähtisaari;25
Ullner;25
Unonius;25
Urvikko;25
Uurtimo;25
Uusi-Kakkuri;25
Uusikauppila;25
Uusi-Uola;25
Uuskartano;25
Vaalama;25
Vaani;25
Wacker;25
Vahertimo;25
Wahlqvist;25
Vainik;25
Vaitomaa;25
Valdolin;25
Valima;25
Valkendorff;25
Valleala;25
Wangel;25
Vangonen;25
Varje;25
Vauto;25
Vehtari;25
Welroos;25
Veneskari;25
Vennerström;25
Vesakoski;25
Vesioja;25
Vesola;25
Vestervik;25
Vettenterä;25
Vetämäjärvi;25
Widman;25
Viherkanto;25
Viitahalme;25
Wild;25
Vilpakka;25
Wires;25
Virmala;25
Wiro;25
Volmari;25
von Alfthan;25
von Kraemer;25
von Nandelstadh;25
von Numers;25
Väyliö;25
Yli-Ketola;25
Yli-Maunula;25
Ylimikkotervo;25
Yli-Muilu;25
Ylipaasto;25
Ylipiessa;25
Yli-Saari;25
Ylisarkki;25
Yli-Soini;25
Yli-Äyhö;25
Ylä-Himanka;25
Ylä-Kujala;25
Ylärinne;25
Ylä-Sulkava;25
Zewi;25
Äijänaho;25
Äärynen;25
Aareskoski;24
Aas;24
Abid;24
Achren;24
Adhikari;24
Adolfsen;24
Ahdesmäki;24
Ahjopalo;24
Ahmajärvi;24
Ahtoniemi;24
Ahvalo;24
Ahvenisto;24
Aittapelto;24
Ala-Juusela;24
Alakahri;24
Ala-Laurinaho;24
Alaluukas;24
Ala-Mäyry;24
Ala-Olla;24
Ala-Paavola;24
Alhonoja;24
Alihanka;24
Ali-Lekkala;24
Alisalo;24
al-Itawa;24
Allan;24
Allas;24
Angerias;24
Angervisto;24
Apajasalo;24
Artukka;24
Asiainen;24
Askeli;24
Aspola;24
Atula;24
Ba;24
Bade;24
Bal;24
Bergenheim;24
Bernström;24
Bjondahl;24
Björkwall;24
Blomkvist;24
Boije af Gennäs;24
Boijer-Spoof;24
Bondarenko;24
Booth;24
Brantberg;24
Broder;24
Bröms;24
Buljugin;24
Burtsoff;24
Bushi;24
Både;24
Çetin;24
Clarén;24
Cronstedt;24
Djerf;24
Dmitriev;24
Dumani;24
Dyhr;24
Egorov;24
Elgström;24
Engdal;24
Engelholm;24
Engsbo;24
Erenius;24
Etuaro;24
Everi;24
Faarah;24
Fernandes;24
Fitzgerald;24
Franke;24
Fromholz;24
Gardiner;24
Grimm;24
Gruber;24
Gussander;24
Haapa-alho;24
Hahtimaa;24
Hainari;24
Hakama;24
Hakaoja;24
Hakoluoto;24
Hakopuro;24
Hallami;24
Hammond;24
Han;24
Hankomäki;24
Hanson;24
Hanssen;24
Harapainen;24
Hares;24
Harrila;24
Havanko;24
Helama;24
Helinko;24
Hellekoski;24
Helvasto;24
Hemiö;24
Hemling;24
Hepoviita;24
Hermas;24
Hiekkapelto;24
Hiito;24
Hiittola;24
Hollmerus;24
Hommy;24
Honkalehto;24
Hopearuoho;24
Hoppela;24
Horsma-aho;24
Hoskio;24
Hyvösaho;24
Hällback;24
Hällberg;24
Högerman;24
Högkvist;24
Höytö;24
Ilina;24
Iljina;24
Ilmalahti;24
Intovuori;24
Irmola;24
Isokivelä;24
Isokotamäki;24
Isopuro;24
Itäkylä;24
Jaakola-Siimes;24
Jakovuori;24
Jalal;24
Jalvanti;24
Jankens;24
Jarmas;24
Jaskio;24
Jiang;24
Jimale;24
Johnsen;24
Jokikunnas;24
Jokiluhta;24
Jungman;24
Jylhäsalo;24
Jyllikoski;24
Kaaronen;24
Kahela;24
Kainomaa;24
Kairisto;24
Kajalainen;24
Kajanen;24
Kallioväli;24
Kankeri;24
Kankfelt;24
Kanste;24
Karhio;24
Karti;24
Kaske;24
Kaskisto;24
Kastu;24
Katajalaakso;24
Kaukovuori;24
Kaunissaari;24
Kauramaa;24
Kauris;24
Keipilä;24
Kemppilä;24
Kenni;24
Keski-Jaskari;24
Keskisimonen;24
Kiikkerä;24
Kivialho;24
Kiviruusu;24
Koberg;24
Kohi;24
Koiste;24
Kolhinoja;24
Kolli;24
Konsell;24
Korvenrinne;24
Koskela-Koivisto;24
Koskell;24
Koskensalmi;24
Koskivainio;24
Kubin;24
Kuja-Penttilä;24
Kukanaho;24
Kukkamo;24
Kukkasjärvi;24
Kukkura;24
Kulhua;24
Kummunsalo;24
Kunnamo;24
Kurisjärvi;24
Kutja;24
Kuusenaho;24
Kuusitunturi;24
Kuutniemi;24
Kuzmina;24
Kylökäs;24
Kyppö;24
Kyröjoki;24
Kyrönlampi;24
Kyrönseppä;24
Käräjähonka;24
Laato;24
Lagerkrans;24
Lahti-Mononen;24
Laidinen;24
Laisalmi;24
Lampikari;24
Lapinjoki;24
Lapio;24
Larke;24
Larma;24
Latva-Rasula;24
Laurema;24
Lautakatto;24
Lavapuro;24
Lay;24
Lehessalo;24
Lehtiheimo;24
Lehtoaro;24
Leipäjoki;24
Lenander;24
Lentolehto;24
Leukumaavaara;24
Liemula;24
Liitsola;24
Likander;24
Liljedal;24
Lillfors;24
Lillsund;24
Linjakumpu;24
Linne;24
Linnero;24
Liskola;24
Lithen;24
Lithonius;24
Litola;24
Livson;24
Ljetoff;24
Loitokari;24
Lomma;24
Luimula;24
Lummemäki;24
Luo;24
Luola;24
Luolakari;24
Luosma;24
Luotoniemi;24
Lähdesluoma;24
Länkimäki;24
Löksy;24
Maaranto;24
Maatraiva;24
Maavirta;24
Mahilainen;24
Mahmoudi;24
Majakangas;24
Majorin;24
Malmén;24
Malmiharju;24
Malste;24
Mannberg;24
Markke;24
Martinoff;24
Mehtovuori;24
Merilaita;24
Merkku;24
Mesiä;24
Mokka;24
Molina;24
Moller;24
Morén;24
Moss;24
Mullola;24
Munde;24
Murati;24
Murtoo;24
Musturi;24
Muteli;24
Myrevik;24
Mäentakanen;24
Mäentaus;24
Mäki-Fossi;24
Mäki-Ikola;24
Mäkikunnas;24
Mäki-Nevala;24
Mäki-Rautila;24
Mäki-Teppo;24
Mäntytörmä;24
Nalkki;24
Nemes;24
Nertamo;24
Nervander;24
Niesniemi;24
Nietosjärvi;24
Niinilammi;24
Niittonen;24
Nikolov;24
Nikusaari;24
Nohteri;24
Noiva;24
Norell;24
Norhomaa;24
Norvanto;24
Nuikkinen;24
Nummiranta;24
Nummisalo;24
Nuorela;24
Nuortila;24
Nurmonen;24
Nuru;24
Nurvala;24
Nybjörk;24
Oivukka;24
Oksalahti;24
Oksiala;24
Okulov;24
Ola;24
Oral;24
Orpo;24
Ortiz;24
Orvola;24
Otamo;24
Otsomaa;24
Paatsola;24
Pahalahti;24
Paijola;24
Palmulehto;24
Palokari;24
Paulman;24
Paussoi;24
Pehu;24
Peitsalo;24
Pereira;24
Perhiö;24
Perry;24
Petra;24
Piekkanen;24
Pihlamaa;24
Pilkama;24
Pirttinokka;24
Plaami;24
Pohjanpelto;24
Pohju;24
Pohjus;24
Polvikoski;24
Pomppu;24
Postari;24
Prunnila;24
Pruuki;24
Pränny;24
Puomio;24
Pystykoski;24
Pähti;24
Pälikkö;24
Pällijeff;24
Pärri;24
Pääjoki;24
Pöystilä;24
Raekannas;24
Raekivi;24
Raemaa;24
Raikas;24
Raitonen;24
Rajalaakso;24
Rajalakso;24
Rana;24
Ranta-Panula;24
Rantatorikka;24
Rasuli;24
Ratus;24
Rauhanummi;24
Raulahti;24
Rautakangas;24
Rautasuo;24
Reijomaa;24
Rekomaa;24
Remmer;24
Renström;24
Rezai;24
Riihikanto;24
Riisalo;24
Riitahuhta;24
Rimaila;24
Rinnevuori;24
Risteli;24
Ristimaa;24
Ristoja;24
Ritolahti;24
Roivio;24
Rokolampi;24
Ropilo;24
Rosin;24
Roslin;24
Routaniemi;24
Rovasalo;24
Rudenberg;24
Ruokoski;24
Ruonamaa;24
Ruopio;24
Ruostekoski;24
Ruotimo;24
Rättel;24
Saajos;24
Saaritsa;24
Sahlakari;24
Saija;24
Saksela;24
Salakoski;24
Salmen;24
Salmikuukka;24
Samatar;24
Sammi;24
Sampolahti;24
Sanela;24
Sarha;24
Sari;24
Sarkima;24
Saviola;24
Schulte;24
Seitti;24
Selkimäki;24
Siilanen;24
Silin;24
Silvén;24
Silvius;24
Simppula;24
Simulainen;24
Sivill;24
Sivosuo;24
Sivusalo;24
Skaag;24
Skofelt;24
Skyttén;24
Smahl;24
Snäkin;24
Soitamo;24
Soldatkin;24
Sopenkivi;24
Staudinger;24
Steinberg;24
Stenwall;24
Stevander;24
Stormi;24
Sulanko;24
Suonikko;24
Suortamo;24
Surenkin;24
Suuluhta;24
Suuraho;24
Suvikunnas;24
Swahne;24
Syväri;24
Taha;24
Taimioja;24
Takaeilola;24
Takari;24
Takasuo;24
Takkumäki;24
Talliniemi;24
Talma;24
Tanatar;24
Tarrimaa;24
Tarula;24
Tassberg;24
Tasso;24
Taulavuori;24
Teerialho;24
Teider;24
Tela;24
Tenlenius;24
Teponoja;24
Thomssen;24
Tiisjärvi;24
Tiittula;24
Tomann;24
Tomi;24
Tuomialho;24
Tuomisoja;24
Tuoresmäki;24
Tuoretmaa;24
Turkkinen;24
Turma;24
Tvilling;24
Tyster;24
Uitus;24
Ulkoniemi;24
Uomala;24
Uramo;24
Uusi-Eskola;24
Uusihonko;24
Uusikallio;24
Uusi-Kokko;24
Uusi-Niemi;24
Uusi-Ristaniemi;24
Uusi-Seppälä;24
Vaalivirta;24
Vaaljoki;24
Vaiste;24
Walberg;24
Vanha-Jaakkola;24
Varpe;24
Vartija;24
Warvas;24
Vass;24
Vastola;24
Veintie;24
Weisell;24
Weiste;24
Velikainen;24
Verkama;24
Vesaranta;24
Vestberg;24
Vestenius;24
Vesternäs;24
Vestin;24
Vetri;24
Vieras;24
Vihava;24
Vihermä;24
Vihmo;24
Vihtiälä;24
Vihunen;24
Viiankorpi;24
Vikajärvi;24
Viljanto;24
Willandt;24
Virpinen;24
Virvel;24
Visakoivu;24
von Boehm;24
Voss;24
Wrang;24
Vuolaspuro;24
Vuoriranta;24
Vuorsalo;24
Vähä-Mäkilä;24
Värn;24
Värriö;24
Vördgren;24
Yan;24
Ylesmäki;24
Yli-Kätkä;24
Yli-Pelkonen;24
Ylipeura;24
Yli-Rämi;24
Yli-Tepsa;24
Ylituomaala;24
Yli-Uotila;24
Yläjoki;24
Ylä-Vannesluoma;24
Zengil;24
Zerni;24
Änkiläinen;24
Östersund;24
Österås;24
Överfors;24
Aarninsalo;23
Aarnivuo;23
Aarrelampi;23
Aarrevaara;23
Abbors;23
Ahläng;23
Ahola-Olli;23
Ahrikkala;23
Ahtokari;23
Ahtosalo;23
Ahvenranta;23
Aihos;23
Airosto;23
Aittakari;23
Alajakku;23
Alakastari;23
Alametsä;23
Alapoti;23
Alarova;23
Alaräihä;23
Ala-Sippola;23
Ala-Tainio;23
Alatolonen;23
Al-Faisal;23
Alhamo;23
Ali-Jaakkola;23
Alimattila;23
Almusa;23
Alsi;23
Alvoittu;23
Ammer;23
Amonsen;23
Antere;23
Apajainen;23
Apiainen;23
Appelö;23
Arkimaa;23
Arnivaara;23
Arpala;23
Artes;23
Artto;23
Artzén;23
Aspegrén;23
Aunesluoma;23
Aurasmaa;23
Baranov;23
Beloff;23
Bensky;23
Beranger;23
Bergelin;23
Bibani;23
Björck;23
Boateng;23
Boije;23
Bondfolk;23
Botan;23
Brandenburg;23
Brodkin;23
Bång;23
Çoban;23
Dalkarl;23
Day;23
de Silva;23
Dietz;23
Dirir;23
Duvnäs;23
Eikkula;23
